,sourcePrompt,houseName,houseArea,housePrice,houseType,houseLocation
0,中央民族大学,免租一个月 民族西路60号院 魏公村 近地铁交通便利精装,14,2606,共5层 3室1厅,民族大学西路60号院  海淀-魏公村民族大学西路60号
